msafips,msaname,population,households,workforce,housing_units,fb_population,wage_50,hourly_wage_50,valueh_50,hhinc_50,rent_50,wage_resid_raw,wage_resid,hourly_wage_resid_raw,hourly_wage_resid,rent_resid_raw,rent_resid,hp_resid_raw,hp_resid,amenity_index,year,pop_growth,hh_growth,hh_log_growth,emp_growth,fb_growth,fb_shock,hhinc_growth,hp_growth,hp_resid_growth,hp_log_growth,wage_growth,hourly_wage_growth,wage_resid_growth,hourly_wage_resid_growth,rent_growth,rent_resid_growth,amenity_growth,wrluri,obs,unaval,log_wrl,log_pop_1990,housing_supply_elasticity,inv_elasticity,saiz_elasticity,saiz_inv_elasticity
12420,"Austin-Round Rock-Georgetown, TX Metro Area",2464191,1019434,1382275,1019434,423735,56000,27.17391304347826,400000,97600,1629,9.899337416018405,0.11106595025464472,2.658763940296667,0.08480364891669678,6.260798434615683,0.31698983298972916,10.288383542369782,0.3426533428631604,0.06135678393909527,2022,3.1628686946476705,3.3722370344886903,1.215576332594507,3.409320737963694,6.354563450406406,0.45828905146964444,3.168831168831169,5.517241379310345,0.25256366668909536,1.7078779852473538,3.111111111111111,2.974828375286042,1.0505969996095565,1.041128988637785,3.693877551020408,1.1699000911522761,0.011127291098830622,0.5261561758816244,7,0.08036885916579051,1.2602083756441427,13.408358527802847,1.8054958994515518,0.5538644536959436,2.262520103041642,0.44198502309687315
12540,"Bakersfield, CA Metro Area",915610,283510,379380,283510,189553,37300,19.375,370000,65800,1220,9.876790952199975,0.08851948643621732,2.6640298089018626,0.09006951752189218,6.063856915142063,0.12004831351610878,10.230789344199517,0.2850591446928945,-0.00631951047584911,2022,1.6881151062158684,1.5616513812002535,0.4457438390556465,1.6783458087805914,2.5802512829587685,0.21403576051004267,2.268965517241379,4.774193548387097,0.04543199297904543,1.5632250692789693,1.94129280732799,1.9375,0.8263775904887147,0.841549755398431,2.7853881278538815,0.9505197013927624,0.040517171430261636,-0.12339534362157197,3,0.35340894648840804,1.0566106598953828,14.717374116865086,2.4092849669129253,0.4150609055106188,1.1019107986535208,0.9075144750572817
12580,"Baltimore-Columbia-Towson, MD Metro Area",2354326,937720,1226398,937720,282443,60000,29.651162790697676,375000,95000,1482,9.932044437416012,0.14377297165225222,2.7032657966389735,0.12930550525900308,6.102245256509257,0.15843665488330316,10.102059212090769,0.15632901258414478,-0.01366171157060152,2022,1.0774493705528188,1.151710026308097,0.1412478173143743,1.0993406096940057,2.9200318425242435,0.0849927600302413,2.5146910900524113,3.3333333333333335,-0.16380765783907947,1.203972804325936,2.727272727272727,2.6725581395348836,0.8231975419304529,0.8977024213542815,2.964,0.8825580689142027,-0.010548026925146899,1.4659217000007636,3,0.23251677713226598,1.4964756207969092,13.727345788800818,1.377678033328236,0.7258590002949891,1.4043009518565772,0.7120980717686867
12940,"Baton Rouge, LA Metro Area",853627,329450,411366,329450,42201,45000,22.5,220000,62000,1000,9.79497172095146,0.0067002551876989,2.536413547236813,-0.03754674414315762,5.7510662899129334,-0.1927423117130207,9.70834181806099,-0.23738838144563168,-0.04445612335228645,2022,1.6000356135368927,1.7100072666874286,0.5364976200303513,1.724154407141959,4.355108359133127,0.060938510416959545,2.2142857142857144,3.52,-0.058409502984400063,1.2584609896100059,2.5,2.427425651217262,0.9285951574771261,0.9178734933114097,2.6315789473684212,0.8666085804236126,-0.02609860482517682,0.1184575458367677,3,0.43852884050709906,1.13733850324275,14.67176504489437,2.1722854298566245,0.460344661090878,0.9363827780003168,1.067939333672433
13140,"Beaumont-Port Arthur, TX Metro Area",245722,94427,93322,94427,24837,40000,19.23076923076923,150000,51300,940,9.824597443612374,0.03632597784861424,2.542574042144822,-0.031386249235148433,5.661158853400874,-0.28264974822508027,9.504463846483752,-0.4412663530228702,-0.07726742980435078,2022,0.671213867779702,0.7075939691864996,-0.345884839646196,0.6322543054972155,1.859613656783468,0.03136148336729621,2.0196850393700787,3.529494811642627,0.05622644475139715,1.2611547478544693,2.1052631578947367,2.03125,0.9146191857590527,0.8670310124247524,2.5268817204301075,0.9140080094225738,0.015472871996675477,-0.47625297680497175,4,0.405386345217968,0.9257447111276335,13.657249609209833,1.580073268280423,0.6328820441904504,1.3215346140588162,0.7566960330525963
13380,"Bellingham, WA Metro Area",230579,94471,119540,94471,29457,48000,25.213675213675213,510000,79000,1420,9.769416252647474,-0.01885521311628579,2.6030228226757695,0.02906253129579905,6.386985327366634,0.44317672574068023,10.620347362057736,0.6746171625511153,0.13142642853356698,2022,1.8675657068804925,1.9486592409240924,0.6671415673349763,1.9551848217206411,2.5771653543307087,0.14600899040213824,2.841726618705036,6,0.3410199231909843,1.7917594692280545,3,2.9135802469135803,0.965125442340895,0.967097851705891,3.5323383084577116,1.2312906485498312,0.06914205487528975,0.4414703547954565,2,0.7818625432020601,1.2358988087832827,12.411956094590336,0.6195569631977171,1.6140565910819622,1.1861476280062655,0.8430653793751193
13820,"Birmingham-Hoover, AL Metro Area",848130,338685,405131,338685,34070,43000,21.36752136752137,200000,62000,940,9.771458686259937,-0.01681277950382487,2.5194067100328463,-0.05455358134712407,5.642948290473228,-0.30086031115272593,9.572493071497917,-0.37323712800870545,-0.0714615761933663,2022,0.9429701675739139,0.9873046875,-0.012776586578981508,1.0094760395486984,3.0550573888091823,0.02548075212580496,2.3846153846153846,3.8095238095238093,-0.1720837486325486,1.3375041969504586,2.388888888888889,2.318955807327901,0.7958297326231261,0.8383848778149574,2.6704545454545454,0.8109878591867048,-0.003914248930165842,0.09150994320710518,6,0.288239422387942,1.128659626316378,12.348348815887958,1.1541316265966335,0.8664522979487659,2.0385540498156858,0.49054377542278765
14010,"Bloomington, IL Metro Area",171318,68879,90239,68879,12008,50000,25.96153846153846,175000,78760,1020,9.633847626450212,-0.15442383931354797,2.5757286898213807,0.0017683984414103,5.6875571406096155,-0.25625146101633867,9.495803240198054,-0.4499269593085682,-0.08546486534051101,2022,1.3596666666666666,1.4784073835587035,0.3909654161830609,1.3271417015957057,3.5898355754858,0.06875396825396825,2.5211267605633805,3.3333333333333335,-0.20725537864623078,1.203972804325936,2.9411764705882355,2.842105263157895,0.8165940222268553,0.9269893915765699,2.809917355371901,0.7885150893107724,-0.05651856500764589,-0.982661555210749,3,0.00537436492425623,0.7017790410234205,13.6507892049113,3.639185919199166,0.2747867303850358,4.924239946410897,0.20307702526333316
14020,"Bloomington, IN Metro Area",300776,124184,153287,124184,14371,40000,19.23076923076923,183000,60800,877,9.59542485605053,-0.1928466097132304,2.439603811883245,-0.13435647949672536,5.718429951931564,-0.22537864969438992,9.570595584437964,-0.3751346150686583,-0.00585314985581875,2022,2.659663271080928,3.004839334107627,1.1002241003706565,2.9651617146394305,3.59275,0.0917073429541596,2.342876960425417,2.928,-0.24808314911970264,1.0743195960990661,2.521273242987709,2.338877338877339,1.0353931127259521,0.9484439879190727,2.123486682808717,0.7242136838064352,-0.08867987295875358,2.61530828475952,1,0.24238457266090202,1.72549649046945,12.051276757600927,0.9316627234443247,1.0733498022793428,1.6787202715488057,0.5956918594170482
14260,"Boise City, ID Metro Area",840732,313561,416759,313561,69300,44000,21.794871794871796,450000,76000,1330,9.743328869049254,-0.04494259671450607,2.5402466130970764,-0.03371367828289395,6.1661385749867605,0.2223299733608064,10.350081703207495,0.40435150370087314,0.09056286713334204,2022,4.147257300710339,4.1796987470008,1.4302391738439884,4.051711063581567,12.157894736842104,0.31373322809786897,2.548197820620285,7.2,0.47140352747053527,1.9740810260220112,2.75,2.580357142857143,0.8925491325513395,0.9659099216363973,3.481675392670157,1.2762893819897636,0.08459748124590934,-0.702100038528442,1,0.332466606251013,0.8319956456119482,12.614121080640608,1.3107632710035946,0.76291426691743,2.0998385257250796,0.47622709448799044
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",4008192,1586441,2191750,1586441,913757,62000,32.05128205128205,588000,104100,1880,9.944548954212776,0.15627748844901568,2.764854128264165,0.1908938368841948,6.50236699005645,0.5585583884304954,10.598791945023487,0.6530617455168652,0.08696841137112413,2022,1.1264813869671673,1.2045357220953399,0.18609419983131303,1.1758529930266968,2.095676803816339,0.13426548388039633,2.601849537615596,3.136,-0.2584591499103047,1.1429481024881607,2.7911583307072436,2.74213008665131,0.8615011791919098,0.9080520954561422,3.008,0.8673077223269141,-0.02085897509090104,0.30040809609503905,44,0.269170536674121,1.194046126309834,13.642028219917487,1.546556636607408,0.6465977231804729,1.5089531023722453,0.6627111196682565
14740,"Bremerton-Silverdale-Port Orchard, WA Metro Area",277640,109245,138058,109245,26933,50000,24.51923076923077,510000,96000,1767,9.969741331159828,0.1814698653960676,2.720049187480326,0.14608889610035547,6.399178438373001,0.4553698367470469,10.635872149000503,0.6901419494938832,0.07576670911534418,2022,1.4534223269205602,1.5588613013698631,0.4439556197098522,1.514042879859626,2.5760879961740795,0.08626096060725036,2.9447852760736195,6,0.3427738185440905,1.7917594692280545,2.5,2.3906250000000004,1.0367960545586126,1.0244538603302509,3.9618834080717487,1.2430601707844353,0.04377443281428556,-0.336491167545319,1,0.43721599897526703,0.9796443634778026,15.203850824791086,3.9272795770249327,0.25462918551816954,0.8833582731853172,1.132043509814067
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",951428,353580,490650,353580,233701,65000,33.333333333333336,500000,117000,1739,9.986951800200256,0.1986803344364958,2.803227128227998,0.22926683684802773,6.469680319005721,0.5258717173797667,10.438179158942573,0.4924489594359489,0.05661157994282885,2022,1.8212285369728758,1.8012776753237492,0.5884962327236245,1.841834589627316,6.495302946081156,0.37847858961352193,2.888888888888889,3.076923076923077,-0.37329875486523356,1.1239300966523995,2.8260869565217392,2.785714285714286,0.8668765831820711,0.9362616839036013,2.9276094276094278,0.8629591310097373,-0.03668090033377351,0.2704327683895819,8,0.291300923287279,1.184922321225592,12.53408058945352,1.1640090240742975,0.8590998689166272,1.8731843468414804,0.5338502863779406
15180,"Brownsville-Harlingen, TX Metro Area",425299,137981,175008,137981,99468,32000,16.826923076923077,150000,52600,900,9.676676828608215,-0.11159463715554274,2.3955687227811944,-0.17839156859877603,5.563023797412696,-0.380784804213258,9.364256679875478,-0.5814735196311442,-0.03467928540499937,2022,1.6851666944028403,1.8909796074991778,0.6370950056410063,2.1094450605081723,1.6674154289737486,0.15775543034654368,2.8899511015878248,4,-0.11253512958876755,1.3862943611198908,2.7210884353741496,2.5801282051282053,0.9000074064573891,0.8386026693557997,3.125,0.9096851230852812,0.028544774470534773,-0.9804324756065999,3,0.300283609267395,0.7028833916561639,13.765719292860478,2.1970297258281963,0.4551599772383772,1.7218075393613228,0.5807850047926577
15380,"Buffalo-Cheektowaga, NY Metro Area",1162326,505426,572745,505426,86791,45000,23.076923076923077,200000,67000,950,9.746395926119469,-0.04187553964429291,2.5766568503914447,0.00269655901147425,5.811912023497709,-0.13189657812824507,9.696683650509252,-0.2490465489973701,-0.04490111587817275,2022,1.2111347296030008,1.3369572692981204,0.2903963374730356,1.2986590420562867,1.8583204864679685,0.041770344899447746,2.3522803075518732,2.7586206896551726,-0.2073113187507225,1.0147308046874084,2.5452488687782804,2.4631578947368418,0.8191227373909147,0.8794941759876278,2.519893899204244,0.7931912379716239,-0.030752875999204426,0.054719440018136174,12,0.16618201669441,1.1166877520784024,12.960547729957511,1.6226701714926655,0.6162681841129289,2.166307920934457,0.461614893402892
15940,"Canton-Massillon, OH Metro Area",399933,166457,192388,166457,9244,40000,19.71153846153846,175000,64000,810,9.747675820073848,-0.04059564568991192,2.5111123168662637,-0.06284797451370672,5.531863202437889,-0.41194539918806505,9.3859479466128235,-0.5597822528937968,-0.10388951473007106,2022,0.9949374079528719,1.1238589715890677,0.11676827348297714,1.0861033330322465,0.9645242070116862,-8.45838474704454e-4,2.4615384615384617,3.3333333333333335,-0.26672906291021015,1.203972804325936,2.380952380952381,2.2777777777777777,0.8611497234951635,0.8567491632503028,2.189189189189189,0.7354894364252607,-0.03819451401346857,-0.31504094228148627,3,0.219468321260873,0.9876654793225993,13.965933727821511,2.047397101185728,0.48842503460655523,1.7299362637904105,0.5780559786687924
15980,"Cape Coral-Fort Myers, FL Metro Area",622667,266637,270891,266637,102945,43000,22.22222222222222,400000,75000,1630,9.841079389874707,0.05280792411094914,2.5981620462879382,0.02420175490796783,6.307697243470885,0.3638886418449312,10.306229987721116,0.36049978821449535,0.1077403568057637,2022,1.8203443840261941,1.8984748803827751,0.6410508693052535,1.8520182131429979,4.938831318364997,0.2400192948605508,2.727272727272727,5.517241379310345,-0.01895203777297283,1.7078779852473538,2.6875,2.8282828282828283,0.936377589058969,0.9849139344903606,3.3401639344262297,1.0530171837442364,0.0012256092693639642,0.3799062930047512,2,0.529683573639428,1.21784798514752,12.899052312060427,0.9259475528522287,1.079974774942344,1.2495946658938981,0.8002594979746088
16620,"Charleston, WV Metro Area",274154,117177,110958,117177,5051,40000,19.23076923076923,135000,50000,740,9.762932786840254,-0.02533867892350549,2.4687803275364817,-0.10517996384348872,5.439819699375997,-0.5039889022499571,9.31077614295205,-0.6349540565545713,-0.1126745561823066,2022,1.0922818257155607,1.1674736967957915,0.15484218079602385,1.0210921539395947,0.991558696505693,-1.7132020144068337e-4,2.1422450728363325,2.5714285714285716,-0.29225643225348996,0.944461608840852,2.3529411764705883,2.1634615384615383,0.8611249056037842,0.8245291347065637,2.0728291316526612,0.7364221943500402,-0.0214544893409844,-0.705042362213135,1,0.853859792607912,0.8307143848614799,13.341767144434577,0.936106045719556,1.0682550385959004,0.8676813536954558,1.1524968189543303
16700,"Charleston-North Charleston, SC Metro Area",830660,338066,432785,338066,52440,45000,23.076923076923077,325000,75990,1498,9.805066841723107,0.0167953759593491,2.5870016125054462,0.01304132112547584,6.070400249401365,0.12659164777541054,10.069145506359432,0.1234153068528112,0.0351241699918928,2022,1.6266878163890766,1.9044898878936398,0.6442141973365185,1.7273743239737374,2.877366255144033,0.06700349557912053,2.638541666666667,4.814814814814815,0.11720798249884189,1.5716975844512522,2.8125,2.769230769230769,0.9870432749299063,1.0014652501758707,3.3587443946188342,1.0690251771528043,-0.0019329239054186667,-0.07321241497993597,5,0.508521226075069,1.0739054341915115,12.52144527127837,0.8932732738747833,1.1194782484225285,1.5375231628353332,0.6503967056703774
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2467263,976137,1294886,976137,306093,50000,24.03846153846154,335000,78210,1352,9.823949320782658,0.03567785501889808,2.5778679964413125,0.00390770506134208,5.984805457891999,0.04099685626604454,10.04857760323448,0.10284740372785885,0.01153603298651024,2022,2.118167769850877,2.2148185964195766,0.7951705023643214,2.0838539403595164,9.482434944237918,0.2350709557781956,2.607,4.962962962962963,0.08034254553959388,1.602002933946581,2.9411764705882355,2.777777777777778,0.8381204581931776,0.8983577525732234,3.2736077481840193,0.9909106001496673,0.02487408946089613,-0.3797053166975571,12,0.09681136552678289,0.9632867859911355,13.629975844506982,2.2752219722997826,0.43951755572631235,2.5821618740745054,0.38727238986843865
16860,"Chattanooga, TN-GA Metro Area",294799,119763,146151,119763,12104,45000,21.666666666666668,250000,67300,1040,9.724007780824646,-0.06426368493911383,2.4786265884479772,-0.09533370293199316,5.768784592916955,-0.17502400870899937,9.733871329821564,-0.2118588696850594,-0.00913773437865327,2022,0.6809785056767651,0.7295859934694673,-0.31527803795362175,0.7168270504105235,1.4889900356747447,0.009182153128284496,2.734882964889467,4.761904761904762,0.006944615866419923,1.5606477482646675,2.8125,2.6509803921568627,0.7973284851894871,0.8404628498528588,3.0232558139534884,0.955351010697191,0.0426658253289649,-0.05491660535335427,4,0.3913763285354,1.080137134069903,14.71861999704459,2.355247411343882,0.4245838442210237,1.0203606323368604,0.9800456508301091
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",8961719,3544195,4602084,3544195,1712257,52000,26.442307692307693,290000,85000,1306,9.889908013519516,0.1016365477557546,2.6753255285552644,0.101365237175294,6.057556978252756,0.11374837662680191,9.8783976122629,-0.06733258724372071,-0.0141593066725553,2022,1.3292356922098443,1.4377629736365127,0.36308841514014034,1.41482868342172,1.990251324504081,0.12636218670132301,2.3224043715846996,2.577777777777778,-0.3938771294745038,0.946927701336044,2.3636363636363638,2.3798076923076925,0.8172105561401306,0.8569134012108572,2.6762295081967213,0.747909975715241,-0.03417949740765769,-0.10211983429604865,94,0.0528386129989406,1.0639794923547596,12.594049047161308,2.0752499749712316,0.48186966007016224,2.9755449490808084,0.3360728932389058
17020,"Chico, CA Metro Area",207392,82230,95979,82230,17257,42000,23.557692307692307,455000,66000,1250,9.674120637586242,-0.1141508281775181,2.5850053640005233,0.01104507262055287,6.23353062630412,0.28972202467816555,10.4817208346331,0.5359906351264794,0.08997528110731268,2022,1.1565340560555872,1.1523746794287877,0.1418247519535143,1.3945976577257273,1.74665991902834,0.0411382875497708,2.700490998363339,5.352941176470588,0.09805467027921999,1.6776461624606345,2.6923076923076925,2.609467455621301,0.9488369230698535,0.9309982367919365,2.699784017278618,1.0491858753812506,0.027458283335774963,-1.193199634552,1,0.441958566540406,0.5915575270608553,16.008472619228314,-8.48323655870437,-0.11787953725915293,0.8322252164835217,1.2015978129398586
17140,"Cincinnati, OH-KY-IN Metro Area",2254512,912442,1133769,912442,133439,50000,24.03846153846154,229000,77650,1000,9.78588966465562,-0.00238180110813956,2.5832242312191296,0.00926393983915918,5.771056776989308,-0.17275182463664596,9.6668688418916,-0.2788613576150212,-0.06173271144806435,2022,1.2876936099437175,1.3911467131783892,0.3301283805486257,1.3592918253229875,3.702935952935953,0.055632979859653854,2.471277171318545,3.1586206896551725,-0.2678806012670556,1.1501354416936103,2.6315789473684212,2.5,0.8073315933718188,0.8748561647390141,2.6315789473684212,0.7714990104254165,-0.03554592535265988,-0.3804930595752708,26,0.26655400577774,0.9629861093853337,12.242366001227442,1.2696135138985134,0.787641269609182,2.3945981885670333,0.41760659670356487
17300,"Clarksville, TN-KY Metro Area",235197,89177,117449,89177,18763,40000,19.23076923076923,280000,64000,1177,9.7089071622011,-0.07936430356265944,2.492269338909076,-0.08169095247089464,5.83586266969687,-0.10794593192908408,9.86272201114572,-0.08300818836090329,0.00604022822355852,2022,1.3322967117002293,1.5487764636412582,0.4374652409120898,1.3998021548436308,2.584435261707989,0.06515988330925879,2.723404255319149,5.333333333333333,0.20432656699851393,1.6739764335716707,2.834467120181406,2.7586206896551726,0.9224148738679787,0.9646400724616144,3.242424242424242,1.072979139691867,0.01815272436674287,-0.977392137050629,1,0.239339782899822,0.7043877000237987,14.628444099517068,3.4481080408329263,0.29001411445287534,1.6629073886096006,0.6013563995503836
17460,"Cleveland-Elyria, OH Metro Area",2037371,875328,991233,875328,118623,49000,24.03846153846154,200000,67590,960,9.784565851122364,-0.0037056146413974,2.565446650176198,-0.00851364120377251,5.684789193188498,-0.25901940843745574,9.544607538116136,-0.4011226613904846,-0.08113444777043642,2022,1.2124552478980795,1.3193777884963223,0.2771602531161381,1.287904340685612,1.1783117450731087,0.010682779010312027,2.193127616080989,2.7586206896551726,-0.3542285683385611,1.0147308046874084,2.45,2.3809523809523805,0.7614146692223436,0.8027833862833178,2.376237623762376,0.6789055854342871,-0.02934463858732758,-0.27656197038136027,19,0.08061017206294468,1.0018950636332549,12.368178739823222,1.9745765058668803,0.506437708049696,3.029416278670276,0.3300965955193643
17780,"College Station-Bryan, TX Metro Area",402611,156616,190953,156616,49258,35000,18.846153846153847,240000,60000,1010,9.584853450262123,-0.2034180155016347,2.4276193985893872,-0.14634089279058315,5.812879140141841,-0.13092946148411322,9.79563168403717,-0.15009851546945183,0.03142713303344004,2022,3.149482923165981,3.5604255706101666,1.269880080025553,3.2382478632478633,3.8877663772691395,0.2862149349938201,2.8776978417266186,3.5555555555555554,-0.004750263871903443,1.268511325463507,2.9166666666666665,2.6133333333333333,1.044780523303448,1.0304237595739352,2.679045092838196,0.8293408929522892,-0.09579757748460176,-0.875059425830841,1,0.0777060954971724,0.7537438368884831,14.527170809209373,3.3124007178799824,0.30189584086312615,2.954054147815239,0.33851783006062386
